cpu0,cpu1,cpu2,cpu3,memory_used,memory_percent,timestamp
96.0,8.1,21.0,1.0,2870013952,36.9,1747364838.681221
95.0,12.9,18.2,9.9,2870390784,36.9,1747364839.682444
87.1,8.2,14.0,8.1,2870104064,36.9,1747364840.683577
94.0,21.0,7.0,13.0,2870484992,36.9,1747364841.684751
83.2,27.0,7.1,10.2,2870734848,36.9,1747364842.686246
6.1,95.0,3.9,14.0,2870734848,36.9,1747364843.687516
5.1,96.0,13.3,17.2,2871836672,36.9,1747364844.688745
26.5,83.0,1.0,12.1,2871848960,36.9,1747364845.69
72.7,33.0,7.1,10.1,2872254464,36.9,1747364846.691269
42.3,36.4,12.9,35.0,2872762368,36.9,1747364847.692405
22.0,15.2,10.0,76.0,2872758272,36.9,1747364848.693464
95.0,15.0,11.2,9.0,2873135104,36.9,1747364849.695026
90.8,12.9,10.1,7.1,2871717888,36.9,1747364850.696509
35.0,49.5,13.0,29.7,2871517184,36.9,1747364851.69826
7.9,96.0,17.3,7.0,2871193600,36.9,1747364852.699735
12.1,96.0,10.9,6.1,2871193600,36.9,1747364853.702066
11.2,95.0,11.2,6.0,2871189504,36.9,1747364854.703893
12.0,96.0,12.0,9.1,2870657024,36.9,1747364855.705402
13.0,95.0,9.4,12.0,2871685120,36.9,1747364856.707192
11.2,95.9,4.0,6.1,2870923264,36.9,1747364857.708674
17.0,76.2,22.9,13.0,2870882304,36.9,1747364858.709822
35.7,7.1,77.8,10.9,2871668736,36.9,1747364859.710936
92.1,14.0,5.0,5.0,2870878208,36.9,1747364860.712144
96.0,11.5,14.9,11.0,2870865920,36.9,1747364861.713386
96.0,9.1,18.4,9.9,2871103488,36.9,1747364862.714645
3.0,96.0,17.2,6.1,2871087104,36.9,1747364863.71569
9.2,12.1,95.0,15.0,2871361536,36.9,1747364864.717913
8.0,36.4,73.0,3.1,2870906880,36.9,1747364865.721253
14.0,43.0,68.0,7.0,2871095296,36.9,1747364866.722854
12.1,13.1,96.0,7.0,2871083008,36.9,1747364867.724051
2.0,29.4,82.8,8.8,2871074816,36.9,1747364868.725395
15.3,46.9,61.6,12.0,2873397248,36.9,1747364869.72681
17.2,27.3,82.8,8.1,2873638912,37.0,1747364870.727945
13.1,15.2,85.3,10.2,2874146816,37.0,1747364871.729451
34.0,17.0,2.1,70.7,2873634816,37.0,1747364872.73075
8.1,12.2,5.2,95.0,2873626624,37.0,1747364873.732802
76.0,12.1,9.1,27.0,2873884672,37.0,1747364874.735266
93.9,11.2,11.1,11.9,2873626624,37.0,1747364875.736767
5.1,18.2,10.2,95.0,2873622528,37.0,1747364876.740627
6.1,96.0,16.0,2.0,2873856000,37.0,1747364877.741894
40.2,22.0,18.4,45.5,2873851904,37.0,1747364878.742927
51.5,2.0,64.3,8.1,2873077760,36.9,1747364879.743946
5.0,15.0,96.0,8.2,2872795136,36.9,1747364880.745103
15.3,15.2,17.2,84.0,2873073664,36.9,1747364881.746212
11.3,6.1,6.9,96.0,2872537088,36.9,1747364882.747924
7.2,7.1,12.0,95.0,2872532992,36.9,1747364883.749789
10.0,8.0,18.2,95.0,2873307136,36.9,1747364884.751037
8.9,3.0,13.4,96.0,2872786944,36.9,1747364885.75228
11.3,7.1,15.8,96.0,2874331136,37.0,1747364886.753579
9.2,7.1,12.4,91.0,2873290752,36.9,1747364887.754704
17.8,0.0,50.0,54.5,2873286656,36.9,1747364888.755822
80.6,11.0,31.3,10.9,2873540608,37.0,1747364889.757373
8.1,66.7,42.0,7.1,2873274368,36.9,1747364890.758801
5.1,96.0,15.2,6.2,2872238080,36.9,1747364891.759896
11.1,90.9,14.1,5.1,2872225792,36.9,1747364892.760976
4.0,96.0,14.1,6.9,2872221696,36.9,1747364893.762326
14.0,95.0,7.1,14.0,2873507840,37.0,1747364894.763598
11.1,95.9,6.0,13.1,2873495552,37.0,1747364895.76509
4.1,96.0,10.0,17.6,2873491456,37.0,1747364896.76649
18.4,90.2,9.1,3.0,2872971264,36.9,1747364897.768079
21.6,96.0,6.1,1.0,2873221120,36.9,1747364898.769254
45.0,67.0,11.9,5.1,2873991168,37.0,1747364899.771299
43.0,65.0,10.3,6.9,2872532992,36.9,1747364900.772443
14.1,96.0,13.0,9.0,2872266752,36.9,1747364901.773653
16.0,97.0,1.0,7.0,2872008704,36.9,1747364902.774983
8.9,63.0,8.8,40.4,2871992320,36.9,1747364903.776302
10.2,65.3,13.1,42.4,2872238080,36.9,1747364904.777404
8.1,60.0,5.0,47.0,2872229888,36.9,1747364905.778542
9.4,65.3,13.0,42.4,2873266176,36.9,1747364906.779652
16.2,7.8,10.9,90.1,2872750080,36.9,1747364907.7824
23.5,84.5,5.1,7.0,2872991744,36.9,1747364908.783462
28.0,77.2,16.0,10.1,2872737792,36.9,1747364909.785051
12.0,31.6,66.7,6.2,2872729600,36.9,1747364910.786357
14.0,90.2,18.2,11.9,2873761792,37.0,1747364911.787449
13.1,96.0,12.0,5.1,2873008128,36.9,1747364912.788421
23.0,17.6,9.0,66.0,2872971264,36.9,1747364913.789568
13.9,5.1,16.3,95.0,2873217024,36.9,1747364914.790818
13.1,4.0,15.0,96.0,2872963072,36.9,1747364915.792068
16.3,11.9,43.6,55.4,2873479168,37.0,1747364916.793346
38.4,7.9,9.2,71.7,2873692160,37.0,1747364917.794648
16.8,7.0,10.2,91.1,2873470976,37.0,1747364918.795885
13.0,9.2,8.8,96.0,2873208832,36.9,1747364919.797133
90.1,7.0,14.3,14.1,2873454592,37.0,1747364920.798432
96.0,8.1,10.5,15.0,2873970688,37.0,1747364921.800206
94.9,5.0,11.8,11.2,2873683968,37.0,1747364922.801876
96.0,5.1,9.2,12.0,2873937920,37.0,1747364923.803388
66.0,9.9,10.2,48.0,2874449920,37.0,1747364924.804921
3.0,10.3,14.3,96.0,2873667584,37.0,1747364925.806504
4.0,15.0,15.2,95.1,2874183680,37.0,1747364926.808689
4.0,6.1,12.1,95.9,2873139200,36.9,1747364927.810271
4.0,13.1,17.8,96.0,2873122816,36.9,1747364928.81156
4.1,12.1,16.3,96.0,2873135104,36.9,1747364929.812772
4.0,5.2,14.9,96.0,2872872960,36.9,1747364930.813918
9.1,12.9,15.0,95.0,2874142720,37.0,1747364931.815361
6.0,9.1,12.4,96.0,2874142720,37.0,1747364932.816528
4.0,54.1,11.1,47.0,2874138624,37.0,1747364933.817616
53.0,53.0,15.5,6.2,2874138624,37.0,1747364934.818731
37.4,5.1,20.0,62.4,2873880576,37.0,1747364935.819966
5.0,6.1,19.0,95.9,2874654720,37.0,1747364936.821102
5.1,4.1,21.0,96.0,2874630144,37.0,1747364937.822214
3.0,63.0,31.3,38.4,2873597952,37.0,1747364938.82324
10.0,95.0,16.3,9.1,2874363904,37.0,1747364939.824287
8.9,96.0,15.0,6.2,2874093568,37.0,1747364940.826813
14.3,96.0,2.1,14.6,2873835520,37.0,1747364941.827986
19.2,93.0,5.0,6.1,2872385536,36.9,1747364942.829078
18.2,96.0,2.0,7.9,2872635392,36.9,1747364943.830184
14.0,97.0,8.1,6.1,2874437632,37.0,1747364944.831235
19.2,95.0,3.1,9.9,2874441728,37.0,1747364945.832308
21.2,96.0,11.0,4.0,2874699776,37.0,1747364946.833366
11.0,94.9,9.2,6.0,2874167296,37.0,1747364947.834553
35.0,67.0,10.1,13.1,2874159104,37.0,1747364948.835668
18.0,96.0,12.0,7.0,2874654720,37.0,1747364949.836708
12.1,97.0,10.9,2.0,2873884672,37.0,1747364950.838074
19.2,96.0,9.2,5.1,2874400768,37.0,1747364951.83974
1.0,95.0,12.0,13.1,2873868288,37.0,1747364952.841611
7.1,94.9,10.1,11.1,2873872384,37.0,1747364953.842901
12.4,97.0,10.1,12.0,2873856000,37.0,1747364954.844106
9.9,56.4,42.4,16.8,2873081856,36.9,1747364955.845394
14.1,85.9,15.2,16.0,2873602048,37.0,1747364956.846994
14.0,2.1,96.0,12.0,2872553472,36.9,1747364957.84814
40.4,21.0,41.0,15.0,2872549376,36.9,1747364958.850995
61.0,31.0,10.1,28.3,2872283136,36.9,1747364959.852554
61.9,15.0,9.2,41.0,2872799232,36.9,1747364960.8541
9.2,96.0,17.0,4.0,2874605568,37.0,1747364961.855638
17.5,36.4,61.6,6.1,2873917440,37.0,1747364962.857665
2.0,18.4,96.0,7.9,2873778176,37.0,1747364963.858828
7.1,16.3,92.0,7.2,2873524224,37.0,1747364964.859914
17.8,36.4,66.3,8.2,2873221120,36.9,1747364965.860963
14.0,11.8,96.0,12.7,2873737216,37.0,1747364966.862626
13.1,7.1,90.1,8.1,2873241600,36.9,1747364967.863754
13.0,30.6,71.3,7.1,2873221120,36.9,1747364968.865293
12.4,6.1,96.0,12.0,2873733120,37.0,1747364969.866675
14.1,7.1,46.0,58.0,2873982976,37.0,1747364970.867783
29.7,14.9,27.3,61.0,2873978880,37.0,1747364971.870277
4.1,10.0,16.2,96.0,2872672256,36.9,1747364972.871687
9.3,3.1,13.0,96.0,2871898112,36.9,1747364973.873155
16.8,8.0,12.2,96.0,2872664064,36.9,1747364974.874474
7.1,3.1,16.0,95.0,2871889920,36.9,1747364975.876108
15.2,9.9,11.1,96.0,2872401920,36.9,1747364976.877756
11.3,5.0,12.1,92.1,2872123392,36.9,1747364977.878928
7.1,13.1,2.0,95.9,2872123392,36.9,1747364978.880401
11.3,18.0,58.0,44.6,2872356864,36.9,1747364979.8816
6.3,16.5,95.9,5.1,2871861248,36.9,1747364980.88282
14.0,32.7,76.2,2.0,2872905728,36.9,1747364981.884042
9.4,17.8,84.7,14.1,2872360960,36.9,1747364982.885172
4.0,59.0,7.0,48.0,2872356864,36.9,1747364983.886197
16.3,10.2,12.0,92.1,2872340480,36.9,1747364984.887192
21.6,17.0,11.9,96.0,2872549376,36.9,1747364985.888262
8.0,13.1,10.9,94.9,2872799232,36.9,1747364986.889692
12.2,8.1,6.1,92.9,2873057280,36.9,1747364987.891049
13.0,8.0,8.9,96.0,2873053184,36.9,1747364988.892237
14.1,8.0,6.2,96.0,2873823232,37.0,1747364989.893894
12.2,7.1,11.7,96.0,2873548800,37.0,1747364990.895142
20.0,8.0,8.2,96.0,2873802752,37.0,1747364991.896792
12.1,1.0,8.1,90.1,2873024512,36.9,1747364992.897994
17.0,4.0,9.0,95.9,2873278464,36.9,1747364993.899567
20.8,5.1,14.7,95.0,2874028032,37.0,1747364994.901445
18.2,4.1,1.0,96.0,2873757696,37.0,1747364995.903018
15.3,10.0,11.9,96.0,2873245696,36.9,1747364996.904259
4.0,8.2,13.0,91.2,2872975360,36.9,1747364997.905898
7.1,3.1,13.9,96.0,2872971264,36.9,1747364998.907065
12.4,7.9,14.1,96.0,2873221120,36.9,1747364999.908475
2.0,8.1,14.3,94.9,2872700928,36.9,1747365000.909618
19.0,17.8,64.0,34.0,2873217024,36.9,1747365001.911172
2.0,14.3,93.9,10.2,2872954880,36.9,1747365002.91243
79.6,13.0,18.8,7.1,2872950784,36.9,1747365003.913857
96.0,20.2,3.1,8.2,2873438208,37.0,1747365004.915041
96.0,20.2,3.1,9.0,2872680448,36.9,1747365005.916106
96.0,13.0,3.1,13.0,2872934400,36.9,1747365006.917175
90.0,17.8,7.8,7.1,2872905728,36.9,1747365007.91824
96.0,15.2,3.1,8.0,2873008128,36.9,1747365008.919308
93.9,14.3,10.1,9.0,2873417728,36.9,1747365009.921684
57.0,51.5,6.9,11.3,2872889344,36.9,1747365010.923053
12.1,50.5,10.3,58.4,2873139200,36.9,1747365011.924537
1.0,40.0,11.2,69.0,2873139200,36.9,1747365012.925706
49.0,11.0,8.2,54.0,2873118720,36.9,1747365013.927182
95.0,15.2,12.1,2.0,2873118720,36.9,1747365014.928351
96.0,15.2,12.7,7.9,2873126912,36.9,1747365015.929617
96.0,12.1,14.0,10.1,2873630720,37.0,1747365016.931016
93.1,12.9,5.1,6.1,2873364480,36.9,1747365017.932177
20.8,81.6,3.1,16.2,2873356288,36.9,1747365018.933266
4.0,96.0,11.2,20.8,2871918592,36.9,1747365019.934457
2.1,95.0,9.2,13.0,2871275520,36.9,1747365020.935518
21.0,33.0,15.2,65.0,2873606144,37.0,1747365021.936609
17.8,90.8,12.1,8.0,2871087104,36.9,1747365022.938133
11.1,96.0,5.1,7.0,2871017472,36.9,1747365023.939695
5.9,93.1,16.2,17.8,2871791616,36.9,1747365024.940952
14.0,4.1,84.0,24.2,2869469184,36.9,1747365025.942331
96.0,8.1,9.0,14.1,2870497280,36.9,1747365026.943656
35.7,9.1,37.4,43.9,2870484992,36.9,1747365027.944939
4.0,7.1,15.2,96.1,2870480896,36.9,1747365028.946361
7.1,9.3,20.4,94.1,2870476800,36.9,1747365029.948512
15.8,13.4,45.5,49.5,2870472704,36.9,1747365030.950628
9.0,15.8,11.3,95.0,2871566336,36.9,1747365031.951849
11.2,3.0,15.3,94.9,2871177216,36.9,1747365032.952893
8.1,57.0,5.1,51.0,2871152640,36.9,1747365033.955343
10.0,86.1,3.1,26.0,2871922688,36.9,1747365034.956523
12.4,2.0,18.8,96.0,2871930880,36.9,1747365035.957757
17.3,4.0,14.9,95.0,2872442880,36.9,1747365036.959293
25.3,10.3,9.2,68.7,2871922688,36.9,1747365037.960891
20.0,96.0,7.2,0.0,2871918592,36.9,1747365038.962103
21.2,96.0,12.2,3.0,2872680448,36.9,1747365039.963842
15.0,96.0,7.1,3.0,2871644160,36.9,1747365040.965434
10.2,96.0,16.3,14.1,2871627776,36.9,1747365041.966848
4.1,96.0,12.7,11.0,2871595008,36.9,1747365042.970713
15.3,96.0,8.9,5.0,2871586816,36.9,1747365043.972354
10.9,95.0,11.2,15.2,2871865344,36.9,1747365044.974158
8.9,96.0,4.1,15.0,2871083008,36.9,1747365045.975986
9.1,95.0,15.3,12.0,2871595008,36.9,1747365046.977597
4.1,87.9,17.6,15.0,2871582720,36.9,1747365047.979086
2.0,89.0,9.9,17.0,2871574528,36.9,1747365048.980225
3.1,97.0,18.4,12.9,2872606720,36.9,1747365049.981837
9.0,95.0,9.3,10.1,2871308288,36.9,1747365050.983419
10.9,96.0,11.0,13.0,2872340480,36.9,1747365051.986063
7.2,90.0,12.7,11.1,2872057856,36.9,1747365052.987848
4.0,95.0,13.3,11.0,2872053760,36.9,1747365053.989108
14.1,42.4,56.6,11.0,2872832000,36.9,1747365054.990303
8.3,91.1,15.0,14.1,2872320000,36.9,1747365055.991324
13.7,81.2,12.0,24.2,2872320000,36.9,1747365056.992386
14.4,42.4,14.1,44.1,2871267328,36.9,1747365057.993447
13.4,96.0,6.2,6.0,2871525376,36.9,1747365058.994695
18.0,96.0,4.1,5.2,2871779328,36.9,1747365059.995815
3.0,95.0,21.2,4.1,2871517184,36.9,1747365060.997255
6.0,96.0,21.4,12.7,2872537088,36.9,1747365061.998476
2.0,91.0,14.0,9.0,2871996416,36.9,1747365062.999708
2.1,96.0,19.2,6.1,2872008704,36.9,1747365064.000862
5.9,95.0,20.2,10.1,2872762368,36.9,1747365065.002325
6.0,96.0,17.2,6.1,2872758272,36.9,1747365066.003862
6.1,96.0,21.0,11.2,2870190080,36.9,1747365067.00512
3.1,87.9,18.8,7.0,2870419456,36.9,1747365068.00628
5.1,78.8,28.3,7.9,2870419456,36.9,1747365069.007328
8.2,96.0,18.2,8.2,2871705600,36.9,1747365070.009145
6.0,94.9,13.1,11.2,2871459840,36.9,1747365071.010675
8.1,96.0,9.2,14.9,2872487936,36.9,1747365072.011749
5.1,84.5,13.7,12.1,2870665216,36.9,1747365073.012883
7.0,68.7,31.6,11.1,2870661120,36.9,1747365074.01427
19.2,8.0,35.0,67.7,2871177216,36.9,1747365075.015423
18.2,16.2,3.0,95.0,2870640640,36.9,1747365076.016484
13.1,10.1,4.1,95.1,2871414784,36.9,1747365077.018008
80.0,12.0,14.1,2.0,2871406592,36.9,1747365078.0195
95.0,6.1,16.3,4.0,2871394304,36.9,1747365079.020731
96.0,1.0,16.0,11.8,2870878208,36.9,1747365080.022313
96.0,15.3,24.0,9.1,2870362112,36.9,1747365081.023755
33.3,26.5,58.0,15.8,2870878208,36.9,1747365082.024991
15.0,6.1,41.0,58.0,2870345728,36.9,1747365083.027542
12.1,13.9,3.0,97.0,2870345728,36.9,1747365084.029684
11.3,16.0,6.1,95.0,2871361536,36.9,1747365085.031209
20.2,27.0,6.0,97.0,2870837248,36.9,1747365086.0327
16.0,12.2,7.2,95.0,2870849536,36.9,1747365087.034243
14.6,11.9,2.0,96.0,2870833152,36.9,1747365088.036886
13.0,12.2,2.0,95.0,2870812672,36.9,1747365089.038554
13.1,13.4,7.9,96.0,2870571008,36.9,1747365090.040207
13.0,7.1,5.9,96.0,2870050816,36.9,1747365091.041352
13.3,12.2,8.1,97.0,2871083008,36.9,1747365092.042526
13.0,9.2,8.2,95.9,2870788096,36.9,1747365093.044437
11.0,3.0,10.9,95.0,2870788096,36.9,1747365094.046608
16.2,11.1,8.2,95.9,2869760000,36.9,1747365095.048178
94.9,9.0,22.0,6.9,2869489664,36.9,1747365096.049723
95.0,5.1,12.2,8.3,2869489664,36.9,1747365097.051269
96.0,10.1,14.0,6.1,2869477376,36.9,1747365098.053389
95.0,9.3,12.2,8.0,2869481472,36.9,1747365099.054794
96.0,5.1,16.0,9.0,2869477376,36.9,1747365100.056372
96.0,10.1,15.2,8.9,2868703232,36.9,1747365101.057591
95.0,9.9,14.3,13.0,2869473280,36.9,1747365102.058737
96.0,3.1,17.0,6.2,2869706752,36.9,1747365103.06018
96.0,6.2,11.1,7.2,2869702656,36.9,1747365104.061721
49.0,51.0,16.0,9.1,2870730752,36.9,1747365105.063262
96.0,7.1,15.2,7.3,2870194176,36.9,1747365106.064756
63.3,38.8,16.0,12.7,2870980608,36.9,1747365107.066452
91.1,3.1,13.0,10.0,2869166080,36.9,1747365108.067706
96.0,9.0,11.2,7.9,2869161984,36.9,1747365109.069146
96.0,11.9,16.8,12.7,2869399552,36.9,1747365110.07039
43.1,29.3,43.4,6.1,2869653504,36.9,1747365111.071648
13.0,22.2,77.5,19.6,2871455744,36.9,1747365112.072844
9.1,48.0,12.2,52.0,2870943744,36.9,1747365113.074023
7.1,0.0,13.0,96.0,2870943744,36.9,1747365114.075013
9.4,45.0,13.3,61.0,2871451648,36.9,1747365115.078267
3.1,11.1,16.2,96.0,2870923264,36.9,1747365116.079365
10.1,6.1,13.1,96.0,2871955456,36.9,1747365117.080398
6.2,8.1,13.9,90.1,2870632448,36.9,1747365118.081475
8.0,1.0,13.0,96.0,2870632448,36.9,1747365119.082613
10.2,9.2,14.0,96.0,2871406592,36.9,1747365120.083671
10.9,9.9,15.0,95.0,2870640640,36.9,1747365121.084751
10.0,17.2,3.0,96.0,2870382592,36.9,1747365122.085861
12.6,16.3,7.8,90.0,2870341632,36.9,1747365123.087312
6.2,15.3,4.1,96.0,2870599680,36.9,1747365124.08877
8.9,5.0,18.0,96.1,2870865920,36.9,1747365125.090042
17.5,11.2,2.0,96.0,2869833728,36.9,1747365126.091396
16.2,9.9,11.0,96.0,2869592064,36.9,1747365127.09256
13.0,1.0,7.2,91.0,2869288960,36.9,1747365128.093727
12.2,9.0,13.9,95.0,2869288960,36.9,1747365129.095157
23.5,15.3,17.3,94.9,2870312960,36.9,1747365130.096307
6.1,13.1,4.0,96.0,2870312960,36.9,1747365131.101758
13.0,61.6,29.6,27.3,2870820864,36.9,1747365132.102985
8.0,90.0,5.1,13.0,2870554624,36.9,1747365133.106407
7.4,95.0,9.2,11.0,2870382592,36.9,1747365134.107465
18.2,96.0,12.5,19.8,2869866496,36.9,1747365135.108535
8.0,60.6,6.1,50.5,2869477376,36.9,1747365136.109775
12.2,17.3,19.4,83.7,2869215232,36.9,1747365137.110835
3.1,13.0,15.0,92.0,2869460992,36.9,1747365138.111915
3.1,7.1,14.1,95.0,2869305344,36.9,1747365139.113099
15.8,9.1,64.0,49.5,2869694464,36.9,1747365140.114239